,sentence,aspect,ground_truth,predict_label,result
50,But the aspect_term is torn after one use.,arm velcro,negative,negative,True
51,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it aspect_term its amazing.",runs,positive,positive,True
52,It's been a couple weeks since the purchase and I'm struggle with finding the correct aspect_term (but that was expected).,keys,neutral,negative,False
53,The aspect_term is quite low and virtually unusable in a room with any background activity.,audio volume,negative,negative,True
54,"I love the aspect_term where I can simply drop a file ontop of a particular aspect_term, and the aspect_term will simply open that file.",dock,positive,neutral,False
55,"I love the aspect_term where I can simply drop a file ontop of a particular aspect_term, and the aspect_term will simply open that file.",program,neutral,neutral,True
56,"I love the aspect_term where I can simply drop a file ontop of a particular aspect_term, and the aspect_term will simply open that file.",program,positive,neutral,False
57,"It is well worth the money it aspect_term, Very good investment.",cost,positive,positive,True
58,The machine is slow to aspect_term and occasionally crashes completely.,boot up,negative,negative,True
59,"Many people complain about the new aspect_term, and it's urgent for Apple to fix it asap!",OS,negative,positive,False
60,It provides much more aspect_term.,flexibility for connectivity,positive,positive,True
61,"But, for the aspect_term this is a winner.",cost,positive,positive,True
62,Great aspect_term too.,wifi,positive,positive,True
63,"I noticed aspect_term has a new system called aspect_term, what about us aspect_term users?  They should get all the bugs out of aspect_term before investing in a new system.",windows,neutral,neutral,True
64,"I noticed aspect_term has a new system called aspect_term, what about us aspect_term users?  They should get all the bugs out of aspect_term before investing in a new system.",Windows 7,neutral,neutral,True
65,"I noticed aspect_term has a new system called aspect_term, what about us aspect_term users?  They should get all the bugs out of aspect_term before investing in a new system.",Vista,neutral,neutral,True
66,"I noticed aspect_term has a new system called aspect_term, what about us aspect_term users?  They should get all the bugs out of aspect_term before investing in a new system.",Vista,negative,neutral,False
67,"But the aspect_term, in general was less than the worth of the cheap laptop.",quality,negative,negative,True
68,The So called laptop aspect_term to Slow and I hate it!,Runs,negative,negative,True
69,"I had a aspect_term but, i can't use it because it is not compatible.",USB connect,negative,negative,True
70,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,Firewire 800,positive,positive,True
71,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,USB3,negative,neutral,False
72,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,USB3,neutral,neutral,True
73,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,MAC OS,negative,negative,True
74,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,Windows 7,positive,neutral,False
75,"Summary: I've had this laptop for 2 months, out of the blue the aspect_term stops working.",power adapter,negative,negative,True
76,"Well, I have to say since I bought my Mac, I won't ever go back to any aspect_term.",Windows,negative,neutral,False
77,The aspect_term of the laptop will make it worth the money.,durability,positive,positive,True
78,The aspect_term of the MacBook is horrible and confusing;,layout,negative,negative,True
79,"Another THREE weeks later I had my laptop back with a new aspect_term, aspect_term, and aspect_term.",mousepad,neutral,neutral,True
80,"Another THREE weeks later I had my laptop back with a new aspect_term, aspect_term, and aspect_term.",keys,neutral,neutral,True
81,"Another THREE weeks later I had my laptop back with a new aspect_term, aspect_term, and aspect_term.",casing,neutral,neutral,True
82,Also stunning aspect_term and speedy,colors,positive,positive,True
83,But the aspect_term of Mac Mini is a huge disappointment.,performance,negative,negative,True
84,But I do NOT like aspect_term.,Win8,negative,negative,True
85,"The aspect_term soon came off, too--a mark of poor aspect_term.",cover for the DVD drive,negative,negative,True
86,"The aspect_term soon came off, too--a mark of poor aspect_term.",construction quality,negative,negative,True
87,I'v spent as much for aspect_term as I would to buy a new netbook -- of course a different brand.,shipping,negative,negative,True
88,The aspect_term are also very strong and picks up signals very easily.,internet capabilities,positive,positive,True
89,""">  aspect_term is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,positive,True
90,Had some trouble finding a aspect_term that it would fit in.,case,negative,negative,True
91,wonderful aspect_term.,features,positive,positive,True
92,I love aspect_term which is a vast improvment over aspect_term.,WIndows 7,positive,positive,True
93,I love aspect_term which is a vast improvment over aspect_term.,Vista,negative,positive,False
94,"It had a aspect_term malfunction after 10 minutes of general aspect_term, and would not move past this error.",cooling system,negative,negative,True
95,"It had a aspect_term malfunction after 10 minutes of general aspect_term, and would not move past this error.",use,neutral,neutral,True
96,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the aspect_term.,Toshiba Warranty,negative,negative,True
97,"As a lifelong aspect_term user, I was extremely pleased to make the change to Mac.",Windows,negative,negative,True
98,Lightweight and the aspect_term is beautiful!,screen,positive,positive,True
99,I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of aspect_term.,warranty,neutral,neutral,True
100,However the frozen aspect_term kept happening.,screens,negative,negative,True
101,"I took it in to the Apple store and guess what? They fixed it, no aspect_term out of pocket.",cost,negative,negative,True
102,Quick and has aspect_term.,built in virus control,positive,positive,True
103,"Everything about the Mac is not only visually appealing, but very easy to aspect_term.",use,positive,positive,True
104,sometimes you will be moving your finger and the aspect_term will not even move.,pointer,negative,negative,True
105,"I am overall very pleased with my toshiba satellite, I like the aspect_term, I love the aspect_term.",extra features,positive,positive,True
106,"I am overall very pleased with my toshiba satellite, I like the aspect_term, I love the aspect_term.",windows 7 home premium,positive,positive,True
107,aspect_term fast and the aspect_term is so much better.,Runs,positive,positive,True
108,aspect_term fast and the aspect_term is so much better.,regular layout keyboard,positive,positive,True
109,"I just bought the new MacBook Pro, the 13"" model, and I can't believe Apple keeps making the same mistake with regard to aspect_term.",USB ports,negative,negative,True
110,The aspect_term that come standard with the aspect_term are enough for the average person to run all the basics.,programs,positive,positive,True
111,The aspect_term that come standard with the aspect_term are enough for the average person to run all the basics.,Leopard running system,neutral,positive,False
112,"The aspect_term is very intuitive, so much so that I never want to use aspect_term to click again!",touchpad,positive,positive,True
113,"The aspect_term is very intuitive, so much so that I never want to use aspect_term to click again!",buttons,neutral,neutral,True
114,"It has a very high aspect_term, just for what I needed for.",performance,positive,positive,True
115,It seems they could have updated aspect_term and done without creating aspect_term.,XP,positive,positive,True
116,It seems they could have updated aspect_term and done without creating aspect_term.,Vista,negative,neutral,False
117,The aspect_term was easy to learn and navigate.,trackpad,positive,positive,True
118,"The newer aspect_term took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,negative,positive,False
119,We figure that after everything HIS pc actually ended up aspect_term $350 more than my original Mac.,costing,negative,negative,True
120,But Sony said we could send it back and be charged for aspect_term an additional seventy something dollars.,adding the bluetooth,negative,neutral,False
121,"aspect_term has not been a issue for me, like some others have meantioned.",Wireless,positive,negative,False
122,The aspect_term gets smeary and dusty very quickly and it's very noticeable.,screen,negative,negative,True
123,"Overall I feel this netbook was poor aspect_term, had poor aspect_term, although it did have great aspect_term when it did work.",quality,negative,negative,True
124,"Overall I feel this netbook was poor aspect_term, had poor aspect_term, although it did have great aspect_term when it did work.",performance,negative,negative,True
125,"Overall I feel this netbook was poor aspect_term, had poor aspect_term, although it did have great aspect_term when it did work.",battery life,positive,negative,False
126,I love the aspect_term.,form factor,positive,positive,True
127,The aspect_term broke after burning 3 DVD'd during that time!,DVD burner,negative,negative,True
128,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",word processing,neutral,neutral,True
129,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",web browsing,neutral,neutral,True
130,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",gaming,neutral,neutral,True
131,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",programming,neutral,neutral,True
132,See when it comes to laptops you buy it and get just a normal aspect_term with trials of must need stuff that should come with it.,operating system,neutral,negative,False
133,"The Macbook arrived in a nice aspect_term and sealed in the box, all the aspect_term works great.",twin packing,positive,positive,True
134,"The Macbook arrived in a nice aspect_term and sealed in the box, all the aspect_term works great.",functions,positive,positive,True
135,"If you don't feel comfortable doing it yourself, just buy the aspect_term and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,negative,False
136,"The aspect_term is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this aspect_term!",OS,positive,positive,True
137,"The aspect_term is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this aspect_term!",OS,positive,positive,True
138,But I wanted the Pro for the aspect_term.,CD/DVD player,positive,positive,True
139,I'm learning the finger options for the aspect_term that allow for quicker aspect_term of web pages.,mousepad,positive,positive,True
140,I'm learning the finger options for the aspect_term that allow for quicker aspect_term of web pages.,browsing,positive,positive,True
141,"I have other computers that get strong aspect_term that don't drop in places that this ""net""book loses its aspect_term.",signals,positive,negative,False
142,"I have other computers that get strong aspect_term that don't drop in places that this ""net""book loses its aspect_term.",signal,negative,negative,True
143,"I even got my teenage son one, because of the aspect_term that it offers, like, aspect_term, aspect_term, aspect_term and more!",features,positive,positive,True
144,"I even got my teenage son one, because of the aspect_term that it offers, like, aspect_term, aspect_term, aspect_term and more!",iChat,positive,positive,True
145,"I even got my teenage son one, because of the aspect_term that it offers, like, aspect_term, aspect_term, aspect_term and more!",Photobooth,positive,positive,True
146,"I even got my teenage son one, because of the aspect_term that it offers, like, aspect_term, aspect_term, aspect_term and more!",garage band,positive,positive,True
147,"aspect_term well, and I am extremely happy to be back to an aspect_term.",Works,positive,positive,True
148,"aspect_term well, and I am extremely happy to be back to an aspect_term.",apple OS,positive,neutral,False
149,There also seemed to be a problem with the aspect_term as certain times aspect_term loads but claims to not be able to find any aspect_term or files.,hard disc,negative,negative,True
150,There also seemed to be a problem with the aspect_term as certain times aspect_term loads but claims to not be able to find any aspect_term or files.,windows,negative,negative,True
151,There also seemed to be a problem with the aspect_term as certain times aspect_term loads but claims to not be able to find any aspect_term or files.,drivers,neutral,negative,False
152,It has bein into the shop to get a new aspect_term 2 times and to fix the aspect_term on the aspect_term!,hardrive,negative,neutral,False
153,It has bein into the shop to get a new aspect_term 2 times and to fix the aspect_term on the aspect_term!,touch control buttons,negative,neutral,False
154,It has bein into the shop to get a new aspect_term 2 times and to fix the aspect_term on the aspect_term!,keyboard,negative,negative,True
155,"One night I turned the freaking thing off after using it, the next day I turn it on, no aspect_term, aspect_term all dark, aspect_term steady, aspect_term steady and not flashing as it usually does.",GUI,negative,neutral,False
156,"One night I turned the freaking thing off after using it, the next day I turn it on, no aspect_term, aspect_term all dark, aspect_term steady, aspect_term steady and not flashing as it usually does.",screen,negative,neutral,False
157,"One night I turned the freaking thing off after using it, the next day I turn it on, no aspect_term, aspect_term all dark, aspect_term steady, aspect_term steady and not flashing as it usually does.",power light,neutral,neutral,True
158,"One night I turned the freaking thing off after using it, the next day I turn it on, no aspect_term, aspect_term all dark, aspect_term steady, aspect_term steady and not flashing as it usually does.",hard drive light,negative,neutral,False
159,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",built-in mic,neutral,negative,False
160,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",Mac OS 10.9,negative,negative,True
161,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",external microphones,neutral,negative,False
162,aspect_term makes this computer almost unusable for aspect_term.,Windows Vista,negative,negative,True
163,aspect_term makes this computer almost unusable for aspect_term.,online service,negative,negative,True
164,"It is easy to aspect_term, its aspect_term easily accommodates large hands, and its aspect_term is fantasic.",use,positive,positive,True
165,"It is easy to aspect_term, its aspect_term easily accommodates large hands, and its aspect_term is fantasic.",keyboard,positive,positive,True
166,"It is easy to aspect_term, its aspect_term easily accommodates large hands, and its aspect_term is fantasic.",weight,positive,positive,True
167,"But after using it a couple of weeks, the overall aspect_term is poor.",operation,negative,negative,True
168,aspect_term updated ok but the aspect_term froze the aspect_term up and the computer shut down.,Drivers,positive,negative,False
169,aspect_term updated ok but the aspect_term froze the aspect_term up and the computer shut down.,BIOS update,negative,negative,True
170,aspect_term updated ok but the aspect_term froze the aspect_term up and the computer shut down.,system,negative,negative,True
171,"The aspect_term is a little much, but when you start looking at the aspect_term it is worth the added cash.",price premium,negative,positive,False
172,"The aspect_term is a little much, but when you start looking at the aspect_term it is worth the added cash.",features,positive,positive,True
173,I can say that I am fully satisfied with the aspect_term that the computer has supplied.,performance,positive,positive,True
174,"I was ready to take it back for a refund, but the aspect_term camed through and pointed me in the right direction to get it fixed.",Geek Squad,positive,negative,False
175,"Then just the other day, my aspect_term snapped!","left ""mouse"" button",negative,negative,True
176,I got this at an amazing aspect_term from Amazon and it arrived just in time.,price,positive,positive,True
177,"aspect_term is awesome, aspect_term is good.",Screen,positive,positive,True
178,"aspect_term is awesome, aspect_term is good.",battery life,positive,positive,True
179,"I had of course bought a aspect_term, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,neutral,negative,False
180,"Yes, they cost more, but they more than make up for it in aspect_term, aspect_term, and aspect_term.",speed,positive,positive,True
181,"Yes, they cost more, but they more than make up for it in aspect_term, aspect_term, and aspect_term.",construction quality,positive,positive,True
182,"Yes, they cost more, but they more than make up for it in aspect_term, aspect_term, and aspect_term.",longevity,positive,positive,True
183,I am replacing the aspect_term with a aspect_term soon.,HD,neutral,neutral,True
184,I am replacing the aspect_term with a aspect_term soon.,Micron SSD,neutral,neutral,True
185,the only down fall is that it has no aspect_term but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,negative,negative,True
186,I have not had a problem with the aspect_term quitting or freezing.,applications,positive,negative,False
187,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your aspect_term"" and it does not hold full aspect_term.",battery,neutral,negative,False
188,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your aspect_term"" and it does not hold full aspect_term.",charge,negative,negative,True
189,"I thought that it will be fine, if i do some aspect_term.",settings,neutral,negative,False
190,I charge it at night and skip taking the aspect_term with me because of the good aspect_term.,cord,neutral,neutral,True
191,I charge it at night and skip taking the aspect_term with me because of the good aspect_term.,battery life,positive,positive,True
192,"I love the aspect_term, aspect_term, the aspect_term.",size,positive,positive,True
193,"I love the aspect_term, aspect_term, the aspect_term.",keyboard,positive,positive,True
194,"I love the aspect_term, aspect_term, the aspect_term.",functions,positive,positive,True
195,This is a review of aspect_term.,windows vista system,neutral,negative,False
196,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular aspect_term.",battery,negative,negative,True
197,"Overall, this laptop is definitely a keeper with its simple yet stylish aspect_term and its array of fantastic aspect_term to choose from.",design,positive,positive,True
198,"Overall, this laptop is definitely a keeper with its simple yet stylish aspect_term and its array of fantastic aspect_term to choose from.",colors,positive,positive,True
199,Asked the aspect_term.,customer service rep,neutral,neutral,True
200,They say sorry out of aspect_term.,warranty,negative,negative,True
201,Was very much worth the aspect_term i paid.,price,positive,positive,True
202,This computer is also awesome for my sons aspect_term.,virtual home schooling,positive,positive,True
203,"oh yeah, and if the fancy aspect_term breaks guess who you have to send it to to get it fixed?",webcam,negative,negative,True
204,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from aspect_term and aspect_term failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,neutral,False
205,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from aspect_term and aspect_term failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative,negative,True
206,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for aspect_term and I have to accept the outcome.",service,negative,neutral,False
207,aspect_term are all in weird places and is way too large for the way it is aspect_term.,keys,negative,negative,True
208,aspect_term are all in weird places and is way too large for the way it is aspect_term.,designed,negative,negative,True
209,"The laptop is relatively simple to aspect_term, though I bought  Macs for Dummies,  which is well worth $2",use,positive,positive,True
210,"In November my computer messed up entirely and wouldn't power on after intalling a aspect_term, I had to have my aspect_term flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the aspect_term and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,neutral,neutral,True
211,"In November my computer messed up entirely and wouldn't power on after intalling a aspect_term, I had to have my aspect_term flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the aspect_term and everything to an earlier working condition because when the update was installed it deleted my history.",HD,negative,negative,True
212,"In November my computer messed up entirely and wouldn't power on after intalling a aspect_term, I had to have my aspect_term flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the aspect_term and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,negative,negative,True
213,"I contacted Acer and they are giving me FREE aspect_term, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,neutral,False
214,The aspect_term is not as shown in the product photos.,battery,negative,negative,True
215,Even out of aspect_term!,warranty,neutral,positive,False
216,"Compared to similarly spec'd PCs, this machine is good aspect_term, well aspect_term and aspect_term easily right out of the box.",value,positive,positive,True
217,"Compared to similarly spec'd PCs, this machine is good aspect_term, well aspect_term and aspect_term easily right out of the box.",built,positive,positive,True
218,"Compared to similarly spec'd PCs, this machine is good aspect_term, well aspect_term and aspect_term easily right out of the box.",works,positive,positive,True
219,Its ease of aspect_term and the top aspect_term from Apple- be it their aspect_term or bellying up to the aspect_term - cannot be beat.,use,positive,positive,True
220,Its ease of aspect_term and the top aspect_term from Apple- be it their aspect_term or bellying up to the aspect_term - cannot be beat.,service,positive,positive,True
221,Its ease of aspect_term and the top aspect_term from Apple- be it their aspect_term or bellying up to the aspect_term - cannot be beat.,phone assistance,positive,positive,True
222,Its ease of aspect_term and the top aspect_term from Apple- be it their aspect_term or bellying up to the aspect_term - cannot be beat.,genius bar,positive,positive,True
223,Took a long time trying to decide between one with aspect_term and one without.,retina display,neutral,neutral,True
224,It played various aspect_term without problems and ran aspect_term smoothly and flawlessly.,games,neutral,positive,False
225,It played various aspect_term without problems and ran aspect_term smoothly and flawlessly.,aero,neutral,positive,False
226,"Does everything I need it to, has a wonderful aspect_term and I couldn't be happier.",battery life,positive,positive,True
227,Just beware no aspect_term so when I went to aspect_term I had on CD I couldn't.,DVD slot,neutral,negative,False
228,Just beware no aspect_term so when I went to aspect_term I had on CD I couldn't.,install software,negative,negative,True
229,Strong aspect_term in this device makes aspect_term of fun and a strong sense of the era of aspect_term This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive,positive,True
230,Strong aspect_term in this device makes aspect_term of fun and a strong sense of the era of aspect_term This device serves all modern requirements is a very strong game and is very useful for designers.,use,positive,positive,True
231,Strong aspect_term in this device makes aspect_term of fun and a strong sense of the era of aspect_term This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive,positive,True
232,its as advertised on here..... it aspect_term great and is not a waste of money!,works,positive,positive,True
233,I guess he was the aspect_term.,technical person,neutral,negative,False
234,"I paid for extra aspect_term and the aspect_term, as well as the top of the line aspect_term and aspect_term.",memory,neutral,neutral,True
235,"I paid for extra aspect_term and the aspect_term, as well as the top of the line aspect_term and aspect_term.",17-inch screen,neutral,neutral,True
236,"I paid for extra aspect_term and the aspect_term, as well as the top of the line aspect_term and aspect_term.",DVD,positive,neutral,False
237,"I paid for extra aspect_term and the aspect_term, as well as the top of the line aspect_term and aspect_term.",CD burners,positive,neutral,False
238,With Windows laptops a aspect_term is an absolute must.,wireless mouse,neutral,positive,False
239,The aspect_term I received from Toshiba went above and beyond the call of duty.,service,positive,negative,False
240,"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more aspect_term for $75.",memory,neutral,neutral,True
241,He has replaced his aspect_term twice and (of course) has had to pay for aspect_term every year.,hard drive,negative,negative,True
242,He has replaced his aspect_term twice and (of course) has had to pay for aspect_term every year.,antivirus software,negative,negative,True
243,When you call aspect_term you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,negative,True
244,"The aspect_term was locekd and froze every time it was trying to be used, and the aspect_term would not work at all.",internet,negative,negative,True
245,"The aspect_term was locekd and froze every time it was trying to be used, and the aspect_term would not work at all.",command prompt,negative,negative,True
246,Easy to aspect_term and does not overheat as much as other laptops.,start up,positive,positive,True
247,The aspect_term is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,positive,True
248,"Sure, the initial out of pocket aspect_term is greater, but that should not dissuade anyone from the fact that these machines aspect_term like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,negative,positive,False
249,"Sure, the initial out of pocket aspect_term is greater, but that should not dissuade anyone from the fact that these machines aspect_term like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run,positive,positive,True
250,this apple navigates you thru the unexplored world of the aspect_term.,internet,neutral,positive,False
251,aspect_term are incredibly long: over two minutes.,Startup times,negative,positive,False
252,It's still beautiful and has better aspect_term than I could ever expect from a notebook.,color reproduction,positive,positive,True
253,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",battery life,positive,positive,True
254,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",display,positive,positive,True
255,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",downloading apps,positive,positive,True
256,Did not enjoy the new aspect_term and aspect_term.,Windows 8,negative,neutral,False
257,Did not enjoy the new aspect_term and aspect_term.,touchscreen functions,negative,neutral,False
258,"I connect a aspect_term via the aspect_term, which is useful for aspect_term.",LaCie 2Big external drive,neutral,neutral,True
259,"I connect a aspect_term via the aspect_term, which is useful for aspect_term.",firewire 800 interface,positive,neutral,False
260,"I connect a aspect_term via the aspect_term, which is useful for aspect_term.",Time Machine,neutral,neutral,True
261,(No problem with the ordering or aspect_term by the way.,shipping,positive,negative,False
262,It is VERY easy to aspect_term on and feels great - besides the added aspect_term that the aspect_term is lighted.,type,positive,positive,True
263,It is VERY easy to aspect_term on and feels great - besides the added aspect_term that the aspect_term is lighted.,feature,positive,positive,True
264,It is VERY easy to aspect_term on and feels great - besides the added aspect_term that the aspect_term is lighted.,keyboard,positive,positive,True
265,Enjoy that Toshib aspect_term and aspect_term unparalleled,force,positive,positive,True
266,Enjoy that Toshib aspect_term and aspect_term unparalleled,durability,positive,positive,True
